user_id,How has your drug use changed due to the pandemic?,Why has your drug use changed during the pandemic?
57961087-7d7e-4f28-9ca0-2c6cf7b9a4cf,I am using less,More time to think about future and how drugs can negatively impact it
7306e418-1e60-4901-b725-d5d6b98f801b,I am using less,"Cost and affordability partly. Also less requirement, less interaction with the outside world, means I don't have to manage my mood so much. "
5719361e-c4aa-495d-8538-0f73a2064d8c,I am using less,It was social before
1a611c09-3da7-428a-b597-ab42226b5671,I am using less,I only had those drugs years ago and wasn’t using at all in last ten years
2d6121e8-5256-494e-b9ad-b2533c633089,I am using less,No social occasions
dd2da390-8eb1-420c-8d5d-ada1d5c6456f,I am using less,P
77f27b70-9e65-4e87-a8a1-698b0385a0b7,I am using less,I have a 2 year old and haven't taken drugs since uni.
9ee0579c-68e0-4c87-a66a-f4ec20341099,I am using less,Not travelled to Amsterdam 
ce422570-5092-443e-8cb5-54e74c794e28,I am using less,Stopped smoking
1f8dfa11-129e-47d9-911b-c5d73fc9915c,I am using less,I have quit completly
ee2e45b7-02e6-4d04-8665-a13919bb3917,I am using less,Only when on holiday 
580a4c02-9341-45e6-9118-e52c842bd793,I am using less,"A change in employment status (employed>unemployed>self employed) has drastically affected the amount of free/leisure time available in which topartake in recreational cannabis use.furthermore, due to the increased work hours I find that I am more tired on arrival home and need to smoke less to help wind down fterwards."
d9276594-a0d6-48e4-b90b-d81ac58b45e9,I am using less,"Lack of access, travel restrictions, not wishing to inflict it on my partner (inability to do it elsewhere)"
6f7bb22d-e6c0-4220-bd6f-1551542fd865,I am using less,NO NEED
e60a89ab-6d85-422e-818e-6679543f8fcb,I am using less,For career reasons 
ca9696bc-a522-4b56-a382-32378b1713a7,I am using less,"Less socialising to do so, as it only happens during social occasions "
81f9cffc-63c9-4565-a325-898ecfd2bd30,I am using less,been healthier and not drunk too much other than a few times
5453e9a9-2683-4423-8653-484d1a39a3d8,I am using less,Because I am not with friends
d4064590-051e-428f-9823-342d37d9fe70,I am using less,Older
4a4aa3eb-3496-4167-8043-bdc06ef743bd,I am using less,Just don't want it 
51972ef5-74c5-4ad5-9a91-c812f527621f,I am using less,I'm not with the people I normally take drugs with and I'm watching what I spend on drug usage.
610d31f2-9229-41e8-a360-e991d6051a59,I am using less,No idea.
58bacd5b-1c34-4830-9abf-9551ccf129b1,I am using less,Lack of live music events
fc32632e-3ee0-471c-8948-df28a43c0970,I am using less,I've only had drugs in a party setting and there have been no parties. I have also matured a lot during this year.
a61e9978-679e-4041-b05d-0076ea7062b1,I am using less,context - not meeting up with friends who use drugs - and i don't buy any myself
e7be7241-197e-4fd9-a62f-c99fdc2d72d6,I am using less,"The use of Cannabis, is for me a social thing to do with my friends while together playing video games, eating pizza and drinking beers. Since Feb 2020 I have been in shielding mode with my family and my newborn baby which has not given me any occasion to meet my friends in any type of social events."
a887af3f-d64b-4c46-b795-0a77f37c76b1,I am using less,Only took drugs briefly many years ago. Haven’t taken drugs in decades
9487183d-369b-4831-af89-68c18dc79da2,I am using less,"When you say before the pandemic it’s not specific, I used mild drugs 15 years ago"
4b0edcb0-5c55-447e-9521-429619656886,I am using less,Only do it socially
f1c97f03-7afb-4689-afcd-b19aa3a83ff2,I am using less,Only gatherings of small people now. There aren't any parties.
6d36996d-2705-478f-a174-d64d19b40ddf,I am using less,not going out
ad59d178-dff5-4af0-959c-b773653d5ea4,I am using less,I took them socially and have been socialising less.
94e0f9bb-1ef3-40f9-851d-6126ea002df6,I am using less,I had tried LSD once 45 years ago. That was enough
041cb466-4208-4807-8167-e4c41913ee94,I am using less,Lack of social situations  Living at home with parents
a4a49000-dd56-4f53-8ebf-029d488775a0,I am using less,I dont usually smoke or do drugs. I tried once when I was a teenager
153e9a69-1565-4842-8d0b-5171d47db99f,I am using less,"No social activities to go to, such as festivals or events"
801a9bab-31db-4c47-962a-65174896852d,I am using less,Less access
fbb09230-d0fe-4b18-b922-85c647f2e531,I am using less,"Change of priorities, company."
361f5d57-0c9e-4e99-8801-311bde0695f6,I am using less,I haven't taken drugs for many years
f8e1827c-3e0c-4eb8-9588-5f2c817a08c0,I am using less,I've only ever tried it about three times in total some years ago so it has nothing to do with the pandemic
bc410037-64cf-46e2-85ae-b79092cd0908,I am using less,Less opuirtinity 
64ab89d6-f3be-48ab-ae6b-c2732062215a,I am using less,Usually done socially. Lockdown prevented social activities.
cc7fed39-7d44-4ad2-ae8e-5768db10c6a9,I am using less,Not seeing friends or attending social events/activities. 
60b550a0-0f85-4bd4-970e-a9aef763593c,I am using less,Realised it is not for me + only used when out with certain people
3c4c5986-52cb-408a-8d0c-b8488e404a48,I am using less,No real reason
c2a3649d-03cc-42eb-b93b-5d7cafae4460,I am using less,less socialising
b4cd4275-97b2-4ea4-a9fa-0d93f8f52470,I am using less,I stopped smoking tobacco so smoking pure weed is very expensive. Im also trying to cut out smoking altogether but as it is illegal edibles arent easy to get hold of
a29da6b7-b926-4798-804d-1c94d56010aa,I am using less,no need for them - hardly used before anyway
decb8747-a869-4870-9dd6-1b681a1a4671,I am using less,Haven't used cannabis for 7 years.
e37a3ee1-fbf9-44c5-9f2b-3b76322c17e3,I am using less,not going out
7af4164f-8ea5-45f9-afe2-99838eb134cf,I am using less,Less opportunities to go out
890f7688-5524-4b2c-8528-fe656cea6347,I am using less,Restricted travel and social interaction as well as health awareness increase.
8b49c54e-70fd-447d-977a-945f11d79638,I am using less,"I've not taken drugs for about a decade, so no change."
9a9d8660-3a5b-4c00-a9cf-3b91e1a4800f,I am using less,Historic before pandemic - haven't taken any for years
44478cb6-ff07-4084-b28a-078330c3dd15,I am using less,not been interested in using
fdfa4312-fbed-4e13-825d-2fbdd81029b7,I am using less,No social life
ebd545c8-9f82-46ce-b636-0b2b9dcbb1e6,I am using less,Less social interaction 
647deb74-90f6-41d0-9b7a-1d825eec4574,I am using less,Not seeing friend who smoked 
dec9e85d-de95-4257-b8fb-9d59608939ab,I am using less,Not going out 
41847297-de38-4def-9a59-d481a3eba5ec,I am using less,"I usually smoke with certain friends, who I haven't seen as much since lockdown."
8eeb3336-64ba-417b-8841-fa8f158bb7f4,I am using less,No longer in a relationship with a drug addict
744be0d1-4219-4917-bc3c-9fffdf885c30,I am using less,Not going out as much
10a7e55f-cc54-4b48-a7a5-a598d190beae,I am using less,I hardly used and when I did it was social
4f789bf4-2b18-435b-8783-43144bd7f73f,I am using less,"Exclusively social use, the opportunities for which have disappeared."
a56dcf1f-88d0-468a-972b-bb0f7d6a543b,I am using less,decided to cut back to minimize any possible mental health issues
fa4cc292-1201-423a-ac19-7c6f965d8e3b,I am using less,I won’t take recreational drugs on my own 
d3814247-e6fa-413a-a0f1-6610b3aea2cd,I am using less,No idea
16105a73-4376-42a3-8528-6d49e3e8fa09,I am using less,No longer associated with this group of people and returning to better health
292a24c9-5226-47b2-a2cf-d46203205399,I am using less,"You asked about drug use BEFORE the pandemic. I used recreational drugs as a young person, some 50 years ago."
6c2afea6-af49-4095-a132-7a5ca679d88a,I am using less,Access 
eee97f38-6107-45d3-89ef-aeda0f979a53,I am using less,Less social activity 
f9af928723f846a588d4e56986c89ba7,I am using less,not a regular user!
0d01840f-53f3-4cd6-854c-aafaf50807bd,I am using less,I don’t take any. Stopped about 25 years ago.
646307c0-7ae8-44e3-b8c5-7ce4e24afe62,I am using less,Less opportunities to use drugs as cannot go on nights out and not spending as much time with my friends.
7e1185a9-25a7-4862-a198-9d555ffed0e4,I am using less,Not going out
25eaf1c0-c36b-4963-a9c7-af1dcec04368,I am using less,No
c5da8bff-e254-4c7b-b5eb-2e8264820efd,I am using less,Less social occasions
c4e2ccb6-96d2-450b-aa4c-6499f6b60ce2,I am using less,Realized that using cannabis in an isolated setting was pointless because I consider it a social drug/enhancer. I would like to have access to psilocybin more but the laws/regulations in the State of New York have crippled the industry and a lot of psychonauts have found it extremely hard to come by.
5f12acc3-aaee-4062-867d-dc7c75819ae6,I am using less,Spend less time with people
17ca9e24-4516-46e1-b6b6-2c49e719fa2e,I am using less,"I was a very occasional cocaine user prior to the pandemic. I haven't used any during the pandemic. My heavier drug use was many years ago, I largely stopped in my late twenties. "
f8ce7796-24f7-48c5-838c-909ac2001385,I am using less,Can't get it 
67732d46-6a9c-4a96-9381-58c52e9f9062,I am using less,Not interested
d8c18b54-f82b-4adc-98ad-4c84bba3230e,I am using less,"Not a part of my life, never really was."
b0565d18-573f-4ab3-b96e-257032cea7cf,I am using less,I have stopped due to having enough of it and wanting to go clean 
9f9e7671-64c9-419d-9f1d-37fbe2e28a02,I am using less,stopped taken them
fc94eebf-a56f-47cc-9f48-2419d7bfbef1,I am using less,No parties
35b1be06-ad5a-42e2-ac69-f44d0fd0b0f4,I am using less,Not needed or wanted 
9b8edcaa-3202-42d0-a1a7-e6be43692c77,I am using less,Stroke
6af80502-76ef-4d77-9fde-1383ea4e88f1,I am using less,Because it was done as part of socialising and I haven't done any!
91820a8c-3427-4426-954c-d4441ab20c46,I am using less,Not going out 
bcbbf71f-9684-4477-bd06-b2afaf830a4e,I am using less,"Only used at social events, which have significantly reduced during the pandemic"
04bbcbae-6a3d-4dd5-9340-ef3d3fbee772,I am using less,Harder to obtain 
f8e11c89-52bb-4c2f-bada-992fca9673a8,I am using less,I have not socialised with the person I normally would 
e8d87540-c8d2-4934-b848-778c3f95697f,I am using less,supply
b0a82e9a-990f-4927-af7c-7830cf43d82a,I am using less,not used
ef750d53-9ba0-4c3b-a0fe-74ea9e3ca088,I am using less,No longer social 
75096957-c252-4a33-805e-5d2bf2c16d58,I am using less, 
8959728e-24a7-43f3-8c7f-ea62770b3db7,I am using less,Making a conscious effort to stop
d7acf9d0-4ce6-4918-9835-1afee3e4af36,I am using less,I don’t take drugs anymore
e7d728b6-24d1-44c0-80ab-6268e83e6b2c,I am using less,No need
97b84c21-0afd-4255-a412-6cbf4353b463,I am using less,"Less inclined to ask to access them, don’t feel the same kind of stress and need to slow down, the knowledge that it won’t actually help me relax"
c507dce0-055c-46a2-afc7-7647e888e477,I am using less,Unable to attend music events which is the only time I indulge.
4d8914eb-5c9a-46df-8f92-a1a677dd2140,I am using less,Stopped smoking as much just because I wanted to
f4b1fd1a-9efd-48b3-ab6e-26a13734f553,I am using less,No longer want it
a9fe43ee-4c13-4531-94a1-a5d17ea14fea,I am using less,I only use drugs in social situations so as these occasions have been limited due to the pandemic I have not used any drugs
58ea5d5e-a7c5-4aa6-8203-96149edd2377,I am using less,"The question is not well worded. I have not used recreational drugs for more than 25 years, which was obviously before the pandemic"
30121205-407d-4aa2-9325-e3fcf84a8a58,I am using less,I stopped smoking and haven't had social pressures for weed or smoking
fb118ffb8ed34e628b6affb62210b60e,I am using less,It's been many years since I took any recreational drugs and I don't imagine I'll ever feel like doing it again!
894f84d5-4bba-45fe-ae5a-763873c50264,I am using less,Don’t want it
e4bb5539-6398-4446-96ba-3a66184d7e00,I am using less,Don't go to parties
a930fcaa-df59-4950-b193-bf4dbed1553e,I am using less,I haven't taken any recreational drugs for over 20 years
ce042955-6646-4259-b0ff-37deed2207e8,I am using less,Lack of social contact - harder to obtain
f5aad51c-9a38-4bca-b635-f5579d60c5d4,I am using less,I did it socially once in a blue moon if offered a joint. Far less going out now & sharing a smoke is not social distancing.
7c105d24-05c4-4b43-b3cb-a46a8506d00d,I am using less,no desire to use when by myself
6b6314e1-81a7-413d-8b36-d6edfe3eec0d,I am using less,Availability reduced
5572e15e-e2e7-49c0-8c17-a77d44f9e3b4,I am using less,No social contact with friends who may smoke cannabis.
eefbeb05-a4e5-417c-aebc-c70871c88591,I am using less,Not in an ideal head space for it
ded9e788-c8fb-4a62-bc47-0fcb1084ebec,I am using less,I took cannabis many years ago as a recreational drug.  I wasn't taking it before or during the pandemic.
cf652d2d-34fc-48c4-83f2-0c7688e32cef,I am using less,Tried it once a long time ago and never since
0904d459-360c-471d-9d57-2f85472be759,I am using less,changed before the pandemic
d108a200-1e6d-426d-a717-0ab3cc34044d,I am using less,No going out/socialising
61b72869-d17b-4343-93e2-3750f85a8825,I am using less,Not interested/availability 
0d2a46e8-b7c3-4118-b2a9-18c412380570,I am using less,I
c44fd7d2-c842-40e5-8de1-a944d67194e0,I am using less,Only did it as a social thing before.
39f97964-79b5-484e-bd5a-eb64f5d1dc94,I am using less,Not using
b4bc075d-58a7-4960-9e4a-9066893e3258,I am using less,The change in social situations (not clubbing) and lack of access to drugs is the main reason for the change
8a3ebfe7-1cbc-4fef-a9b2-5e6ac87d1ac0,I am using less,I’d only smoked cannabis on a few social occasions before and not at all during the last year
46ef977c-ac98-4171-aa7c-7aea341f3c3e,I am using less,"It really hasnt, i have scarely ever used."
70ca40a2-0e5c-4808-87b0-01c4d62088db,I am using less,Not interested in it  / not enjoyable / limited access / general disinclination
856bdd47-24d4-4c67-9ee8-2a96d1ad3a6e,I am using less,unable to travel to buy. seeing friends less.
62366ed1-f921-4297-a99b-984ebad5730e,I am using less,I don't see people who use
d8944fd4-3b3f-4fd7-a536-d971bc1139d6,I am using less,"Because hardly ever did, now haven't in last year"
a790f416-1607-4ba1-9713-c1a761e1e9fb,I am using less,I stopped taking drugs years before the pandemic
cdcac71d-cd84-4549-a63f-414bc06b7d23,I am using less,Can't get any
16051b4f-6393-4bc1-83ee-cc3c012c6c44,I am using less,I don't feel like it any more
9276bf17-7eb8-4e7f-8119-142e159bc877,I am using less,less nights out
a7e5ebf0-21b9-4d6c-a868-b76716f5c34d,I am using less,health reasons
1cc462ba-0d26-41c7-bab2-387341fad8af,I am using less,I lost interest in drugs a few years ago when I took on more responsibilities in my personal life.
d858a7c5-0b44-4b44-861f-11a87403cd6a,I am using less,Not been going out.
f6945aa4-1da6-4406-9080-e83b60646160,I am using less,I no longer partake 
0d2b3c09-441f-4df1-9958-5304e8abcdb2,I am using less,i have not used recently
84ba7c95-aa4d-4f77-9e6d-69840c593601,I am using less,Less time
b51d6bef-65bc-4363-aeb6-a17d32056c31,I am using less,no need
396fde4e-7666-4097-aeee-d3f166d17880,I am using less,Growing up
5ca3ff6a-3b69-4254-bf02-114387464403,I am using less,I gave up recreational drug use about 20 years ago.
edb4e6c7-91f8-437f-a19b-9678a529e4ec,I am using less,I had not used these drugs for years and had no desire to start using them during the pandemic
6ba98ca5-97e7-4d2e-9417-de3480603f85,I am using less,Not available.
a851216b-85d8-4d81-bf35-22aeabd66359,I am using less,No supply
05bf7b0c-1c72-4fb6-b0d0-f78eea23d468,I am using less,Healthy lifestyle
27cb4ff9-d610-4981-8f1b-d39472804ddf,I am using less,No parties to go to
7e09ce2a-f772-495d-b257-19ee5367756a,I am using less,Can't socialise
0f640218-992e-4137-b51d-9b709ffb9b97,I am using less,unavailable and loss of interest
5f08879a-64b0-452d-bd44-bfd2a3f4a731,I am using less,I don't like it anymore
b01f17bb-9495-4122-9ffa-dcdd8a8a6e1f,I am using less,Stopped 30+ years ago
c72885a4-26dd-4d44-a11a-048cd8169a98,I am using less,no interest
c3f41245-6353-43b3-90f1-9905b00ff54c,I am using less,I haven't used drugs for over 30 years
705ec819-8605-49b2-9edc-67dfc53624ef,I am using less,Not going out
93287703-1e2a-4dc7-b8ce-fbe99bc3d77a,I am using less,too hard to get
ccf4ea94-aece-4ba6-90e6-5db5b3062804,I am using less,Stopped taking cannabis when I was 24 after a single use and subsequent bad trip on acid and suffered neurological disorders and deep depression that lasted for over 3 yrs.
54ed0ae2-06d8-4e92-be02-19173fec4598,I am using less,not going out
35c49fcb-26f1-4f2a-a430-ea7ab978d3d2,I am using less,"Other than cannabis, most of my drug use is in a social context, and i haven't been socialising anywhere near as much"
662db927-901a-4e5c-9b5a-92a988d06753,I am using less,"I stopped using drugs before the pandemic by my own choice, I grew out of them and haven't used any drugs for more than two years"
cc18121e-40d2-4dde-8e52-b52cda259545,I am using less,I take less cannabis (orally) since the pandemic began because I'm  more wary of its side-effects.  
8dbc5e1f-8b35-44cb-b27e-07ea01868eec,I am using less,I've not bothered to purchase any.
3aa75615-f0ac-452c-acfd-4f654e728d7a,I am using less,Haven’t been out with mates or clubbing 
ae492551-130e-4022-bac5-8bbde331abf2,I am using less,Taken in teenage years
e450efb7-3e2b-4174-a70f-6263466c791e,I am using less,"It was harder to see my dealer and I was living with my parents for the majority of lockdown. When I got back to uni, I decided to not smoke as much weed because I'm in my final year"
ed7083a7-e9ef-401a-b5bd-9be73620bc0a,I am using less,Lack of socialising and travel. 
1fe574b1-d7ce-4ede-8190-068ae949e533,I am using less,No social situations to do it
1459aaad-5dc3-42f7-afbe-d03d60c985cc,I am using less,I take drugs at musical or social events. I've not been going to events and so haev not been using drugs. I very rarely use alone or at home. I also stopped smoking weed the one drug I would use at home entirely.
9e75434e-82b3-41b5-9904-7e24c508b005,I am using less,I have no desire for recreational drugs any longer
ca14572b-329a-4a8a-b9fe-da9d8829441b,I am using less,Only do it with a certain group of friends
f218bf12-854a-4c52-96b1-17fd93738056,I am using less,was used socially.
38433952-6a39-4632-aca3-95d3e661044a,I am using less,I read the phrase 'before the pandemic' as purely chronological.  Before the pandemic for me was 40 years ago when I was 24. 
be45f4d4-db57-4de5-92b2-517deea240d9,I am using less,I made a decision to stop prelockdown 
19c2ab0f-2761-4489-8e5a-93bdcd8010af,I am using less, 
d2b6335a-5866-4363-ab79-04527e593596,I am using less,"Predominantly used in a social setting, less ability to see friends meant less reason to use drugs."
7e0f6948-4360-4341-a6dd-370e3547a368,I am using less,The circumstances don’t exist
788fd4b2-6f45-41a2-9391-c782841a1511,I am using less,I've been giving up over the years and I don't enjoy it any more
8f74d342-abf0-432a-9dc6-ade4937f2395,I am using less,No social interaction
d28f83a8-2b9a-4ab3-9329-a1e40c71d462,I am using less,Never as heavy user
8a8a5269-5562-4df5-9295-42ccf504aaba,I am using less,Used heavily as young adult but only on special occasions now and they haven't happened 
e8d26d1b-7412-4fbd-88e8-cf38c1f29eeb,I am using less,"It was a social habit, without socialising in person, there was no want from me to take drugs"
52d8d300-b07f-4f23-b8ed-dd5411f2ccb5,I am using less,I took some drugs on a few occasions years and years ago so put this in the questionnaire. I haven't taken any drugs in decades. 
c3d62b4e-7fc2-4226-972d-8760c2ee31ef,I am using less,"I had moved away from London some months before the pandemic started and at that point had mostly lost contact with those people with whom I would have taken drugs with on occasion. I now live with my parents again, something of a deterrant against drug use in and of itself, and since lockdown started I've reflected long and hard about my relationship with drugs. I decided that I would abstain in future from taking drugs unless they were to become legal and, thus, not supporting regimes that oppressed minority ethnic groups."
5bdbda75-a242-45fe-89ea-fde4dcfb2ddc,I am using less,"I'm a social drug taker. No social activity, no drugs! I have no compulsion to partake without friends."
a61e0ad7-a34c-489c-ab17-f3f79ae4b155,I am using less,Would only use socially with friends
816e3eea-2dd1-4a00-8793-b078237a3ef7,I am using less,I’ve now stopped taking recreational drugs
7b904f43-e73a-442c-9431-0df468f269f7,I am using less,"Mainly taken in social environments, which have all been cancelled by the pandemic."
5bc4fba8-f51f-4555-a8c1-705fd748c7a8,I am using less,No longer a student; trying to apply to more jobs; harder to obtain.
8df6da0f-ae99-4c54-a8eb-c7cfeb6f14e9,I am using less,Just felt it was at an unhealthy level before
23f74377-150d-44e1-bc38-6cca97144ef0,I am using less,supply ran out
df4acf31-f053-4ad2-84ab-f4b307678aa7,I am using less,.
d2708bb2-005a-4f76-b288-7a59ee036788,I am using less,Saving for a rainy day
71f52de9-7678-47f1-b8c1-9948f92eec18,I am using less,I prefer to use them less frequently 
0b57f19b-8e16-4b02-b86e-ab288dc94c60,I am using less,I have terminal metastatic lung cancer and don't enjoy drugs.
ede479b9-cb5e-41c3-b145-466a7913a28c,I am using less,"It was almost never before, and the opportunity or desire have not occurred during the pandemic"
d98d84f6-6b48-453d-80e5-15c8d0d7e95e,I am using less,No access
d7773b77-43df-4b5f-a164-de5730c848e1,I am using less,"Need to be more aware of what is going on, in control and responsible."
f1b69d4f-76c2-49b9-b951-ba952ab47995,I am using less,Totally quit.
085aa148-1671-452d-89cb-1a0ce82cb8eb,I am using less,i don't take drugs
e4f92db9-42dd-460d-9d7a-43a74e31eef8,I am using less,i had only tried a couple of times before years ago
0e9a8124-fcde-4b82-8903-7536e9f068d9,I am using less,i have not used due to work 
8f46d830-9422-48d9-895a-e4cb99cae2c1,I am using less,Only have taken drugs in social settings therefore nobody to take anything with
ac20b856-1df3-4cd2-ae8c-ba3ccdc67e30,I am using less,Less festivals / parties where I would use something. I'm not doing drugs alone or with very few people 
b4cc010e-ac45-4a3e-91bc-d80c96b232d6,I am using less,Mainly due to lack of social interaction
3759a095-b5f3-471e-b6f1-ba406a23883c,I am using less,Waiting until the end of the day.
0eb39421-0a6d-4b83-b8f2-a4142c741abf,I am using less,Lack of social contact
1312f48e-c6ac-499a-856f-58c35e3f0d99,I am using less,I’ve become quite ill
465d4ba5-60e8-4a05-8ed3-c2729d42906d,I am using less,"Nowhere to go, clubs/festivals/raves/parties"
cda09543-67dc-481e-bc82-e4392afb6f56,I am using less,I would only take cannabis on a social occasion
19c463a7-5ad9-4309-8354-ba277b725d49,I am using less,"Before, drug use was a component of socialising. "
f7de1fc9-d431-48ab-ad37-3d932c70f4ea,I am using less,My previous drug use was a very long time ago I no longer have any use at all
2fd8b7a7-b801-493a-8800-6b4b07e419f4,I am using less,Haven’t used drugs since I was 21.
7a7bf623-27df-4bd3-96c8-0cd8125e9426,I am using less,"Life went into crisis as a result of addiction, went into abstinence based community rehabilitation"
cbe28459-82dc-4715-80cf-edb8b763eb43,I am using less,Less socialising
ac0ec065-49a2-42f7-b874-1f8b34793a95,I am using less,Lack of opportunity
d0f60bf1-a249-41f0-936c-8c579e47622e,I am using less,Less social gatherings
7a1b462a-a74d-4f3f-8b2c-3fb6bf118400,I am using less,"I smoked a lot more cannabis, however did  not consume much of anything else, as most drugs are best enjoyed with friends "
a40e4e53-80a9-4a27-a427-4f341b288179,I am using less,Due to looking after two children and running a business.
8c90ea06-51c9-4cca-af11-2b79a3751341,I am using less,Seeing less people
52dcc700-312b-4b53-8293-54083d936fe7,I am using less,"Generally speaking, not going to clubs and having fewer 'big nights out'."
d40ca436-8765-403b-b7b2-070e5a18d8a3,I am using less,Use is usually before/during electronic music events.
35266427-4c71-45ce-ba4e-8730a255ce36,I am using less,Not in the social situations where need to use it or with friends 
60a90b50-c164-4ce4-8820-479b6ca9be1f,I am using less,I have been trying to reduce
d03237d6-f662-411c-beab-0c2d65ebf58a,I am using less,dont take
e762e89d-c7a5-406a-9efa-68abab5d73df,I am using less,not interested grown out of it
5053115b-297c-43d5-9e7f-ba254f0c59ea,I am using less,"I haven't taken any for 12 years, no need or desire to start again"
eaf69041-038f-4ce5-9be6-615c0bf09459,I am using less,not interested
9fb421b8-2c05-479f-bdd3-bdc3e21683a1,I am using less,"To be more aware of the world situation, covid etc and be more attentive."
9ae91c03-e9f6-44ba-bf72-5b1982a0f79a,I am using less,Not appropriate at this time
f992f6b3-406f-4418-9f86-3e6289b6e7ce,I am using less,"It was 35 years ago, I haven't taken anything since."
eec0ebad-af05-42fa-a043-9a62ba0d9e2a,I am using less,"Before the pandemic, very infrequently used drugs but on social occasions.   As no social interaction now, no drug use"
f2a37f81-8948-4130-a0aa-120175e11088,I am using less,I take Cannabis for sea sickness and we haven't been able to sail during lockdown.
435a124e-d441-4338-a85f-3df3968be622,I am using less,I stopped 10 years ago 
6b1dbbf8-6876-4b61-8f87-2ee8e9007594,I am using less,Lack of being around anyone else doing the same.  
d478d82f-00be-4e56-95d6-b9e15eea86ae,I am using less,"I would sometimes take drugs when out with friends and they were offered to me, but I'm not going out and seeing friends now"
9cd2eb2d-6da4-4c0e-b193-78b0abc797cf,I am using less,"No need to do it, no social occassions"
0b556cc2-06f4-4f2e-9d9c-f4d7b9dfb617,I am using less,no interest anymore
044eafca-937a-4735-91a1-6766a75e3a0d,I am using less,I only smoked cannibis when I was socialising in my 20s... I haven't for the last fifteen years.
ddc1a0db-d7d4-49bb-b870-aa413a0661a0,I am using less,Less accessible
c077d7f9-8a9f-46fe-81c2-2e455ad26e82,I am using less,factors unrelated to pandemic
716998fc-f3bb-44e3-94f4-a2a4d5222033,I am using less,recreational drug use was a long time ago anyway so pandemic has not changed it
e29a19ac-57b6-4a43-86f0-ca8a594913aa,I am using less,Not socialising as much
4928154d-6da8-497d-8c13-332917018fc8,I am using less,"only previously dabbled when at university decades ago, not a drug user"
27e432e2-b6a6-4084-ae5e-e6f20b7550ac,I am using less,"It was a social thing, I don't do it along. Lockdown restrictions mean less socialising."
2abe5b1c-e5b2-43a6-a032-6c69550e4098,I am using less,I haven't smoked cannabis for many years and don't intend to ever do it again.
3dba9b62-5c11-47b2-9577-f69add98be46,I am using less,not needed
f500af3b-75d2-41ac-a530-2e29788e6809,I am using less,Decided to o stkp
47834848-4aa2-4522-8ead-c222a45c9b02,I am using less,i have not had the opportunity
69b4c115-ee06-4352-a3a7-d65ad56156f3,I am using less,No reason to take any recreational drugs
999e39a6-52cd-4ae4-8867-b91059af61e2,I am using less,o
c9be8519-2c6a-4ca9-ae78-120a54a3f637,I am using less,"no access and a change of situation those that I took the drug with, less than yearly do not live with me  "
9455f370-a842-417f-95d8-8c4d765fe626,I am using less,I no longer feel the need to partake - previously it was done as a social aspect.
43dc0327-383b-41de-a743-0fd42ea7b6fd,I am using less,I was using more but have come to a natural point where I wanted to cut down
175664f4-c21c-457c-949e-33c5f5da456d,I am using less,one time things
77bb11a1-16f1-4576-818e-4bfbb69c97be,I am using less,not taken drugs for many years
341bbb64-118e-4f8b-9872-90211e0587ce,I am using less,"Getting older so naturally not going out as much, and also nowhere to go out as all closed"
c237a373-371a-4b44-9f97-edfe69a236db,I am using less,"would occasionally smoke annually with friends, not been seeing those people "
223fa421-a7c5-4b67-ad99-25e4f5e224da,I am using less,not constuctive for exercise
f5263490-fd1e-4771-915f-e4a7327c6454,I am using less,"I only tried it to help relieve headaches or try to change their regularity, wasn't totally successful so stopped"
998563ea-12cf-4ebc-a0cd-8d5dcf171764,I am using less,Less socialising
db3395bb-45e4-4814-84d7-faa353276c52,I am using less,Less socialising 
dfd215e2-9a4b-4678-913b-6bbda3457ca8,I am using less,Given up
94c3debb-b25b-4184-9f1e-91a5a2dbe6d1,I am using less,Don't want to
53d9e62e-ae0e-4d10-8ff5-e32997745fb8,I am using less,"I smoked cannibals years ago (very rarely), but have not used it since"
29feb447-7372-4eeb-8c3b-8a6fa7240bf9,I am using less,No parties
0ea9cf81-5496-4461-b7d1-1ce5ea287ec5,I am using less,I've been cutting down for the last year anyway - perhaps socialising less has meant there is not as much temptation.
d3e544af-c45b-49d5-bc30-d05b47e13b28,I am using less,No need / no fun while stuck in the house & also trying to avoid contact with people.
0a35c762-aed8-43c0-8017-2e698be9eb61,I am using less,Fewer social occasions / parties / nights out
4349f881-10e3-42c1-869a-1c97d6254165,I am using less,"With nowhere to go and no one to be with during the pandemic, it made little sense. Also the availability off getting the chosen drug, proved quite difficult even though I only 'treat' myself once or twice a year. "
5b6d38d0-2f31-487d-b00c-72d3fcfb4014,I am using less,Less opportunities 
b5f27b73-cae4-4b9e-b068-231a4b76f212,I am using less,Less travel
1c499e58-041f-42b6-bf4b-cc77fb64dbce,I am using less,not going to clubs or other environment where it usually happened
58c48f33-f507-4c36-ad59-f4570ad633ce,I am using less,Intentionally quit
628d763f-a724-434a-9b38-2d44b67e195d,I am using less,I smoked cannabis occasionally years ago.
71ff735a-0a40-4151-af25-c2089ffaf8ff,I am using less,Can't be bothered
95cbc4a4-bff4-4857-8470-e4f6f1c56bce,I am using less,no access to dealers
0b1e8668-2b50-47a6-bb2e-899601ca1988,I am using less,"Fewer occasions with social pressures and others encouraging me to take drugs. At a time when health is so crucial, I'm not tempted to take risks with drugs."
818e25fe-e7d6-48e4-98a8-f53f77d49696,I am using less,Coke is a social drug
