SummaryScore_SpatialSpan,RT_SpatialSpan,user_id,SummaryScore_targetDetection,RT_targetDetection,SummaryScore_VerbalAnalogies,RT_VerbalAnalogies,Residence,Language binary,Ethnicity,Sex,Education,Handedness,Occupation,Salary,timepoint_by_date,Age,Imputation,Device Summary,Normative,Age squared,Age decade
9.0,3234.0,8d216f880b4c4bdf8990c3a291624675,72.0,895.0,21,138.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,prefer not to say,tp1,29.0,0,Windows Computer,0,841.0,20
7.0,4088.0,7b0417eccec4402e8081a8eb3c88918a,26.0,884.5,14,3504.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£30-40K,tp1,29.0,0,Apple phone,0,841.0,20
6.0,2890.0,c85e17fb8248457787f0d5d2501d7c7f,63.0,1404.0,14,5038.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£20-30K,tp1,24.0,0,Android phone,0,576.0,20
7.0,3009.0,5d11c0444ce341168d4243acc043008d,60.0,1331.0,49,2116.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£0-10K,tp1,28.0,0,Windows Computer,0,784.0,20
7.0,2996.0,3f9be9d2bc864081af77a20b6d173d32,72.0,1115.0,33,3565.5,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,prefer not to say,tp1,30.0,0,Apple Computer,0,900.0,20
5.0,3018.0,2b45b8ba067e4dbd91f8dd72d140e1f6,44.0,2005.0,8,3964.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£10-20K,tp1,25.0,0,Apple phone,0,625.0,20
8.0,5451.0,ecfa186e1b684ac6af1d7aeb6d69dd12,70.0,1252.0,32,2646.0,United States,English,Unknown,Other,02_Degree,Right handed,Worker,prefer not to say,tp1,30.0,0,Apple Computer,0,900.0,20
5.0,2456.0,10581237dce847e39114ab540964d1d7,45.0,1706.0,10,5052.0,United Kingdom,English,Unknown,Other,02_Degree,Ambidextrous,Worker,£40-50K,tp1,36.0,0,Android tablet,0,1296.0,30
7.0,3666.0,108566c912324a6e8fc415daf182e841,47.0,2015.0,32,3033.0,United Kingdom,English,Unknown,Other,02_Degree,Ambidextrous,Worker,£30-40K,tp1,40.0,0,Android phone,0,1600.0,30
7.0,3690.0,fd149f6a04ac4b7fad11899a02367117,68.0,1215.0,11,2821.0,United Kingdom,English,Unknown,Other,02_Degree,Ambidextrous,Worker,£30-40K,tp1,31.0,0,Android phone,0,961.0,30
8.0,4071.0,4023af7ef4d9458fa541b6926708e832,46.0,1802.0,20,3809.0,United States,English,Unknown,Other,02_Degree,Ambidextrous,Worker,£20-30K,tp1,35.0,0,Apple Computer,0,1225.0,30
6.0,2456.5,a52799e26b284a73adcb5265c129c0a0,61.0,1308.0,26,3745.0,United Kingdom,English,Unknown,Other,02_Degree,Ambidextrous,Worker,prefer not to say,tp1,36.0,0,Windows Computer,0,1296.0,30
7.0,3857.0,fa0e8e32512b42b5ba95cd8dc4a77f37,49.0,2003.0,14,5003.0,France,English,Unknown,Other,02_Degree,Ambidextrous,Worker,£40-50K,tp1,37.0,0,Windows Computer,0,1369.0,30
6.0,4811.0,7d25c7f36fc7400b9e0c56efcedea621,56.0,2163.0,13,5174.5,United Kingdom,English,Unknown,Other,02_Degree,Ambidextrous,Worker,£50-60K,tp1,34.0,0,Android phone,0,1156.0,30
6.0,2606.0,aabadb0343ab40689021cd7e78382a9d,49.0,1585.0,3,7318.0,United Kingdom,English,Unknown,Other,02_Degree,Ambidextrous,Worker,prefer not to say,tp1,33.0,0,Windows Computer,0,1089.0,30
5.0,2583.0,068a6884ab364eaaa00ac58401c74289,65.0,1786.0,2,294.0,United Kingdom,English,Unknown,Other,02_Degree,Left handed,Worker,£40-50K,tp1,35.0,0,Apple tablet,0,1225.0,30
7.0,3420.0,92ed0fe2a2b74df08507614c9ee109d5,46.0,2040.0,12,4388.0,United States,English,Unknown,Other,02_Degree,Left handed,Worker,£90-100K,tp1,38.0,0,Apple Computer,0,1444.0,30
5.0,3256.5,1ceb2bcb44db4e7d961188f17c748202,54.0,2341.0,26,3284.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£20-30K,tp1,38.0,0,Android phone,0,1444.0,30
6.0,1994.5,7c3db5ce40d84d20b4e995020404abbd,70.0,1018.5,35,3669.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£20-30K,tp1,37.0,0,Apple tablet,0,1369.0,30
8.0,3185.5,985036007ace4729a4b4bb45888a1dba,61.0,1652.0,27,3715.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£10-20K,tp1,32.0,0,Apple phone,0,1024.0,30
6.0,4926.0,8154a2ea1fac4511a6610ea7e10e202a,65.0,1585.5,37,3289.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£50-60K,tp1,39.0,0,Windows Computer,0,1521.0,30
6.0,4440.0,776b862800244847badeca34ab93e5aa,42.0,1308.0,12,5030.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£30-40K,tp1,40.0,0,Linux computer,0,1600.0,30
5.0,4075.0,4a5b85d589534f0db8697e34a02f71e8,49.0,2158.0,25,3616.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£60-70K,tp1,34.0,0,Apple Computer,0,1156.0,30
7.0,3389.0,4fa23c65688442a69e38f753ce6ddb81,58.0,1548.0,30,3594.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,>100K,tp1,40.0,0,Apple phone,0,1600.0,30
7.0,2891.5,457e5bebc2704c3f9ad533f72837726b,56.0,1599.0,34,2517.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£30-40K,tp1,38.0,0,Apple phone,0,1444.0,30
6.0,2607.0,78e0181657ba406d899cbc918b3c0209,71.0,972.5,32,2337.0,United States,English,Unknown,Other,02_Degree,Right handed,Worker,£60-70K,tp1,34.0,0,Apple phone,0,1156.0,30
5.0,2909.0,41658ac618af4a5eab23f4c2048278d1,32.0,2415.0,14,3769.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£30-40K,tp1,31.0,0,Android phone,0,961.0,30
7.0,4466.0,11b7ff3d553f4a03beef2901b6cf56b2,43.0,1597.0,36,3788.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£30-40K,tp1,32.0,0,Android phone,0,1024.0,30
5.0,4308.0,e6a5baa250a54dfeb3e17710eb900cf6,69.0,1733.0,28,3072.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£30-40K,tp1,39.0,0,Windows Computer,0,1521.0,30
6.0,2154.5,a31ee01647b543049b7063dd5bbcffdb,70.0,1077.5,14,5678.0,United Kingdom,Other,Unknown,Other,02_Degree,Ambidextrous,Worker,£30-40K,tp1,34.0,0,Apple Computer,0,1156.0,30
6.0,3245.0,199df347ae504d90b7337a1428abd0ee,55.0,2018.0,16,7181.0,United Kingdom,Other,Unknown,Other,02_Degree,Right handed,Worker,£40-50K,tp1,40.0,0,Apple phone,0,1600.0,30
6.0,3405.5,c6ef2b7079814a08bfe5b6da8d8de3fa,46.0,1651.0,3,7613.5,Germany,Other,Unknown,Other,02_Degree,Right handed,Worker,£30-40K,tp1,40.0,0,Windows Computer,0,1600.0,30
6.0,6945.0,adf84c72dff543c1830263db6f3ff82f,62.0,1973.5,7,6678.0,United Kingdom,Other,Unknown,Other,02_Degree,Right handed,Worker,prefer not to say,tp1,35.0,0,Apple Computer,0,1225.0,30
7.0,4005.0,6db906ab46f94bdca26765475767fa12,59.0,1547.5,-12,3558.0,Sweden,Other,Unknown,Other,02_Degree,Right handed,Worker,£40-50K,tp1,40.0,0,Apple Computer,0,1600.0,30
4.0,3060.0,b4fc43644b7740ddafd8aebefba829b2,63.0,1215.5,28,3073.0,United States,English,Unknown,Other,02_Degree,Right handed,Worker,£50-60K,tp1,44.0,0,Android phone,0,1936.0,40
7.0,5814.0,b6e2ec06dd9b425490da33ad24b89316,55.0,1944.0,35,3166.5,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,prefer not to say,tp1,41.0,0,Windows Computer,0,1681.0,40
6.0,3784.0,d985bb4a2fc64787b4c74ee9f339abe6,59.0,1537.5,45,2258.5,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£40-50K,tp1,43.0,0,Apple phone,0,1849.0,40
5.0,5826.0,d9424df0817a4ef5afae257dbb442f14,47.0,2215.0,30,3617.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£50-60K,tp1,49.0,0,Android tablet,0,2401.0,40
8.0,4063.5,7525a759946b4c2a925845ccb6a20b05,40.0,1666.0,42,2335.0,United States,English,Unknown,Other,02_Degree,Right handed,Worker,£50-60K,tp1,42.0,0,Android phone,0,1764.0,40
6.0,2816.5,3d85fd724fbd46edac5b297c771d5437,57.0,1592.0,11,3347.5,Australia,Other,Unknown,Other,02_Degree,Left handed,Worker,£20-30K,tp1,44.0,0,Apple phone,0,1936.0,40
7.0,4772.0,9ad81638-fb4b-4e9b-b356-90cf1b9fb972,71.0,1284.0,24,3704.0,United Kingdom,English,Unknown,Other,02_Degree,Ambidextrous,Worker,£50-60K,tp1,54.0,0,Android phone,0,2916.0,50
7.0,3985.0,b94c6019627445e4b6311eb7c3e5c5a8,66.0,1628.0,31,2368.5,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£90-100K,tp1,57.0,0,Android phone,0,3249.0,50
6.0,5715.0,fc73702807914150839845265a5fb8d0,55.0,1524.5,17,6075.0,United Kingdom,English,Unknown,Other,02_Degree,Right handed,Worker,£50-60K,tp1,54.0,0,Android phone,0,2916.0,50
7.0,4857.0,fa2be1f2945e49bd9782d342aabf5ed2,53.0,1329.0,26,4635.0,Turkey,Other,Unknown,Other,02_Degree,Right handed,Worker,£80-90K,tp1,56.0,0,Apple phone,0,3136.0,50
5.0,3415.0,9957f73d7d93404fb4e857b9313c7c2c,50.0,2117.0,31,2900.5,United Kingdom,English,Unknown,Other,03_PhD,Ambidextrous,Worker,>100K,tp1,40.0,0,Apple tablet,0,1600.0,30
5.0,4724.5,12ac8b778c534570a4b34e378454e8d3,40.0,1797.0,30,3539.0,United Kingdom,English,Unknown,Other,03_PhD,Right handed,Worker,£20-30K,tp1,40.0,0,Windows Computer,0,1600.0,30
6.0,2807.0,2853d976117c467f8dace3df3338b380,65.0,1656.0,27,4530.0,United Kingdom,English,Unknown,Other,03_PhD,Right handed,Worker,£30-40K,tp1,39.0,0,Apple phone,0,1521.0,30
6.0,3816.5,4dae05e4449b4ba3bb9ff45c3616298c,56.0,1733.0,37,3005.5,United Kingdom,English,Unknown,Other,03_PhD,Left handed,Worker,£60-70K,tp1,50.0,0,Linux computer,0,2500.0,40
6.0,2572.5,27e5ffa384414129b6c6c43081241c29,59.0,1402.0,19,1747.5,United Kingdom,English,Unknown,Other,03_PhD,Left handed,Worker,£90-100K,tp1,43.0,0,Android phone,0,1849.0,40
6.0,2466.0,ddd64620142b40f08bea5a06d72a1cb8,71.0,883.5,31,3083.0,United Kingdom,English,Unknown,Other,03_PhD,Right handed,Worker,£30-40K,tp1,42.0,0,Android phone,0,1764.0,40
6.0,5123.0,139d1881a264403ca68277c9c43979cb,66.0,1485.5,24,2947.0,Canada,Other,Unknown,Other,03_PhD,Ambidextrous,Worker,prefer not to say,tp1,43.0,0,Apple Computer,0,1849.0,40
5.0,3220.0,3d1a7c84c5a94ac9a292613d1d2a79ad,67.0,1255.5,27,3490.5,United States,English,Unknown,Other,03_PhD,Ambidextrous,Worker,£50-60K,tp1,65.0,0,Apple Computer,0,4225.0,60
6.0,2731.0,e1561dc7-21ea-44fd-87cd-fb4657f49d69,70.0,1117.0,28,2703.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£20-30K,tp1,19.0,0,Windows Computer,0,361.0,10
8.0,4069.0,8d417f81-a163-4c81-9809-5247be595836,67.0,1408.5,23,2980.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,17.0,0,Apple tablet,0,289.0,10
7.0,2799.0,6a5146e4e3d24a14996c4b4fa302f0ac,65.0,1245.5,15,1916.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,19.0,0,Apple phone,0,361.0,10
6.0,2010.0,d5f576f2201340c889ccf38fbd0e99a2,64.0,1051.0,25,2908.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,20.0,0,Apple phone,0,400.0,10
7.0,2609.5,e3e0342429a2416a8f3e30ff5b2a3d27,69.0,1001.5,34,2555.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,19.0,0,Apple phone,0,361.0,10
8.0,3868.5,7496205e83344a5f9707686a12c56d78,62.0,1552.0,2,1037.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,18.0,0,Apple phone,0,324.0,10
6.0,2629.0,36ccee2614e6448e8819e41ea6d1bbf7,65.0,1173.0,22,2387.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,20.0,0,Android phone,0,400.0,10
5.0,3271.0,3f3a9cfebd894f4fab509456b69e4521,41.0,1791.5,-2,1290.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,20.0,0,Apple phone,0,400.0,10
6.0,2276.0,aa50f740-9f30-4d98-b28c-2e017c8ad4b0,61.0,1433.0,23,3049.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,17.0,0,Apple phone,0,289.0,10
7.0,3391.0,1456fe45ede04f96bee2f94f6d506d14,29.0,2708.0,3,549.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,18.0,0,Android phone,0,324.0,10
8.0,4189.0,9ad8282aa0eb462f82d16662b0c0dbf7,58.0,1732.0,37,2624.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,20.0,0,Apple phone,0,400.0,10
2.0,15748.5,f722d9c302e7419da075d3c73ad3e08f,33.0,20850.0,7,3035.5,Macedonia,Other,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,18.0,0,Apple phone,0,324.0,10
5.0,2245.0,bd83474eacd94626b3862e7e506c4b45,71.0,752.0,29,3869.0,United Kingdom,English,White,Female,00_preGCSE,Ambidextrous,Worker,£20-30K,tp1,30.0,0,Apple phone,0,900.0,20
6.0,3880.0,f4fdf103531a4793bba03b3b77cdcca2,71.0,1062.0,6,606.0,United Kingdom,English,White,Female,00_preGCSE,Ambidextrous,Worker,£10-20K,tp1,23.0,0,Apple phone,0,529.0,20
7.0,4158.0,296bec0f94ee4fe0ada77992c95bfb61,64.0,1032.5,36,3456.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£20-30K,tp1,25.0,0,Apple phone,0,625.0,20
5.0,3843.0,26372a1fcf714085b05d6eba24948ce7,65.0,1266.0,10,4614.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£30-40K,tp1,30.0,0,Android phone,0,900.0,20
6.0,3176.0,6f574ae7-656c-47d8-8617-9f0cc7ca116d,57.0,1454.5,9,2096.5,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£10-20K,tp1,23.0,0,Apple Computer,0,529.0,20
3.0,2125.0,761562cd06f045bb8657379597f6c2e1,53.0,1563.5,1,2010.5,East Timor,English,White,Female,00_preGCSE,Left handed,Worker,£10-20K,tp1,21.0,0,Windows Computer,0,441.0,20
4.0,2557.0,e8c1903d0ba749dfa66aff864a69669a,44.0,1592.0,18,2581.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£20-30K,tp1,28.0,0,Android phone,0,784.0,20
5.0,3088.0,12c887e265b3423289b4395ad770049a,44.0,1586.0,10,2769.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£20-30K,tp1,27.0,0,Apple phone,0,729.0,20
5.0,2237.0,64982b2f6c23426d8794570f8189fe98,48.0,1556.0,-1,1856.5,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£0-10K,tp1,28.0,0,Apple phone,0,784.0,20
6.0,2439.5,b3ba2d1c44bf4e378aa8a3779a58e6ab,51.0,1516.0,13,4488.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£30-40K,tp1,26.0,0,Apple phone,0,676.0,20
6.0,2107.5,4a18316a-d3b7-40ae-8fc9-0bef40b75e38,46.0,1723.0,3,1672.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£10-20K,tp1,25.0,0,Apple phone,0,625.0,20
6.0,4194.0,d6952e375f0741a18123e64b6b104ac2,60.0,1793.0,18,3626.0,United States,English,White,Female,00_preGCSE,Right handed,Worker,£20-30K,tp1,27.0,0,Apple phone,0,729.0,20
5.0,2765.0,fafe06e21bfd4614969227befc7db83b,65.0,1058.0,4,3575.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,29.0,0,Apple phone,0,841.0,20
8.0,2309.0,d95a654cd0454eb19293279684d9ac0d,70.0,862.5,21,2104.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£20-30K,tp1,26.0,0,Apple phone,0,676.0,20
6.0,3155.0,80964ab1b77f4c01b1dc4b47dca78a65,43.0,2147.5,33,2055.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£20-30K,tp1,25.0,0,Apple tablet,0,625.0,20
7.0,4061.0,31f050ea06fd40019c51e24c1bb85524,42.0,2257.0,22,2899.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£20-30K,tp1,28.0,0,Windows Computer,0,784.0,20
6.0,3320.5,20b59b16e69a41c2af8b7abd7393599e,55.0,1659.0,14,4307.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,29.0,0,Apple phone,0,841.0,20
5.0,2617.5,3fda6cdafa7d495a9b8cbdab03f11d8f,69.0,914.0,4,1654.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,27.0,0,Apple phone,0,729.0,20
6.0,3466.5,ddac74f1fa814f21903ed33629716bda,69.0,1007.0,19,2151.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,25.0,0,Apple phone,0,625.0,20
5.0,4181.5,37b043c0648542f0963fd2f585511feb,71.0,1234.0,17,2177.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£20-30K,tp1,28.0,0,Android phone,0,784.0,20
8.0,3576.0,8671d764f54540679578bab6a37bfe92,62.0,1338.5,21,2831.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,29.0,0,Apple Computer,0,841.0,20
9.0,2781.0,b1f68ee4-9d08-40a6-9faf-13be07931d4c,58.0,1866.0,15,2807.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,23.0,0,Android phone,0,529.0,20
6.0,4467.5,49c699352857442a8053b4e7fcac0ec9,71.0,1137.5,14,3421.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,21.0,0,Apple phone,0,441.0,20
6.0,4073.0,fada9f891d1a482fbf8ffd8172ecda39,32.0,2233.0,-3,4069.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,26.0,0,Android phone,0,676.0,20
7.0,3089.0,d2c27f3cbad94f8e9425c816e8d87cba,49.0,1588.0,18,3882.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£40-50K,tp1,30.0,0,Apple tablet,0,900.0,20
6.0,5789.0,a3a47dfb-dbc8-4ce1-8447-d8a21cc2c08a,44.0,2133.0,18,4586.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£20-30K,tp1,27.0,0,Android phone,0,729.0,20
5.0,3845.0,cb963215cf0b4909962ee6b510c3b7c2,64.0,1840.0,-1,2780.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,26.0,0,Windows Computer,0,676.0,20
7.0,3044.0,fca98b6c5d8a451aa60705ab2f40b19a,38.0,2258.5,6,3779.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,25.0,0,Android phone,0,625.0,20
7.0,4589.0,bdfc9c2508ba42f189f41f6c01866ea1,70.0,1175.0,18,3872.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£30-40K,tp1,30.0,0,Android phone,0,900.0,20
7.0,3524.5,9a6219d4-afce-466c-a8e9-5e52127e5a7c,59.0,1653.0,29,2695.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,28.0,0,Android phone,0,784.0,20
5.0,2460.0,f4f78982debc41abb9e41f3a0942ec0e,52.0,1098.0,6,2413.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,29.0,0,Apple phone,0,841.0,20
5.0,2503.5,30943ba9-e59f-4fd4-89a9-be30316ad4b6,24.0,2193.0,7,3008.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£30-40K,tp1,27.0,0,Apple phone,0,729.0,20
4.0,2815.0,d58abc3993a9477886f81dee927388c6,41.0,898.0,-1,2213.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,21.0,0,Apple phone,0,441.0,20
6.0,2352.0,88ae158f366543d5bb8c2c3ea6c8587e,57.0,1576.0,26,1932.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,29.0,0,Windows Computer,0,841.0,20
5.0,3581.0,5be757667c164c58a5a808e3a9469b61,72.0,1149.0,-3,3884.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,24.0,0,Apple Computer,0,576.0,20
6.0,2148.5,5e14e748-5ce7-47d2-b069-eb4d889a2660,61.0,1600.0,8,2043.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,21.0,0,Apple phone,0,441.0,20
6.0,2362.0,df9a0c97fb5e47b7824dc701fe9ba4ab,63.0,1541.0,25,3162.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,29.0,0,Apple phone,0,841.0,20
6.0,2775.5,6fb212873c72402ba3e476658cd284f9,53.0,1625.0,14,1929.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,25.0,0,Android phone,0,625.0,20
5.0,4423.0,fefc0605480f4fe0a1b62e8a5fa19664,66.0,1237.0,18,3057.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£20-30K,tp1,30.0,0,Apple phone,0,900.0,20
7.0,1811.0,3d7de4b3-b390-478b-8a68-cca934d754f6,64.0,833.5,10,2373.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,21.0,0,Apple phone,0,441.0,20
8.0,4091.5,c568ffc5ffc34f4c90f60c8b06908b7d,69.0,862.0,27,2323.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,30.0,0,Apple phone,0,900.0,20
5.0,3033.5,96201d22ecdf4a46a9b614479c6f5549,70.0,941.0,19,4062.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,30.0,0,Windows Computer,0,900.0,20
7.0,4108.5,97aa0e09185f48668af8e18fc21657df,44.0,2225.0,10,1888.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£20-30K,tp1,27.0,0,Apple Computer,0,729.0,20
6.0,2310.5,6607a58fe2554b1d95fd96db03beb577,69.0,1057.0,23,3238.5,United Kingdom,Other,White,Female,00_preGCSE,Right handed,Worker,£20-30K,tp1,23.0,0,Windows Computer,0,529.0,20
6.0,3441.5,f4a45bb0b55840519c1885860d19ff05,50.0,1395.0,12,4050.0,United Kingdom,Other,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,30.0,0,Apple phone,0,900.0,20
6.0,4581.0,37ff9d8ca22e47fd9dc7ff7982b073be,56.0,1579.0,-5,3501.5,United Kingdom,Other,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,30.0,0,Android phone,0,900.0,20
7.0,2306.5,20f6178766794e2a87591f825805ab58,64.0,1111.5,30,1921.0,United Kingdom,English,White,Female,00_preGCSE,Ambidextrous,Worker,£70-80K,tp1,37.0,0,Apple phone,0,1369.0,30
6.0,3534.0,1b9998e6ccaa49c0b4f2a3e0759ab73c,40.0,2608.0,12,2714.0,United Kingdom,English,White,Female,00_preGCSE,Ambidextrous,Worker,£30-40K,tp1,35.0,0,Android phone,0,1225.0,30
5.0,2407.0,2aa4e139ae4c4e359862d3448e077b56,54.0,1467.0,23,1985.0,United Kingdom,English,White,Female,00_preGCSE,Ambidextrous,Worker,£10-20K,tp1,31.0,0,Windows Computer,0,961.0,30
4.0,2115.5,900d95bf-e68e-420d-9a0e-e43955a49534,67.0,1257.5,10,3419.0,United Kingdom,English,White,Female,00_preGCSE,Ambidextrous,Worker,£30-40K,tp1,39.0,0,Android phone,0,1521.0,30
5.0,2736.0,da206faf36b848a2848681c6517ff5d8,67.0,1469.0,19,4312.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£10-20K,tp1,39.0,0,Apple phone,0,1521.0,30
4.0,3122.5,6026e8b6433d4fd6942a3ca4a34ff9fd,69.0,830.0,15,2089.5,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£40-50K,tp1,36.0,0,Apple phone,0,1296.0,30
6.0,2871.5,cde6cf9c-c5d4-4b94-960c-01bfc15e90d7,65.0,1539.5,0,3595.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£10-20K,tp1,33.0,0,Android phone,0,1089.0,30
7.0,3325.0,bfd71311746a4cd4be0d7fd3882c75c3,63.0,1795.0,12,4077.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£10-20K,tp1,36.0,0,Android phone,0,1296.0,30
5.0,3144.0,83164f0ba808411091ed628875fb9d30,54.0,1872.0,4,2988.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£10-20K,tp1,33.0,0,Android phone,0,1089.0,30
6.0,2812.0,6163d849dd8a455e99b7118bcc4e0441,52.0,1767.5,7,318.5,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£40-50K,tp1,37.0,0,Apple phone,0,1369.0,30
8.0,3622.0,43775f0ce12f4d16bf930e51167dca0c,60.0,1805.0,20,2980.0,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£0-10K,tp1,31.0,0,Android phone,0,961.0,30
7.0,4277.5,8d1ba50d-0ec2-4d5b-967d-409e002d517a,43.0,1750.0,29,3052.5,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£30-40K,tp1,36.0,0,Apple phone,0,1296.0,30
6.0,2622.5,6caaeb1b3a1641099ae16772c804b521,69.0,885.0,35,3591.5,United Kingdom,English,White,Female,00_preGCSE,Left handed,Worker,£10-20K,tp1,39.0,0,Apple phone,0,1521.0,30
6.0,2331.0,f52505cb96194245b3234cf69f8da12e,60.0,1604.0,10,4379.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,32.0,0,Android phone,0,1024.0,30
7.0,3525.5,38f33fa60160407e95de175ab438ec02,38.0,2139.0,8,2899.0,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£0-10K,tp1,36.0,0,Apple phone,0,1296.0,30
5.0,2356.0,ddaf7807-3129-44fd-815f-88f96cdf99d2,54.0,1297.0,25,3115.5,United Kingdom,English,White,Female,00_preGCSE,Right handed,Worker,£10-20K,tp1,32.0,0,Android phone,0,1024.0,30
